target_node_accession	transferred_cell_label	source_taxonomy	source_node_accession	algorithm_name	comment
CS202210140_237	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_241	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_242	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_243	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_244	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_248	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_249	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_250	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_251	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_252	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_253	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_254	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_255	Sst	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:8fa477a378		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_256	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_257	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_258	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_259	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_260	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_261	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_262	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_263	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_264	Pvalb	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:5bcef2988c		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_265	Chandelier	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:149f7d8007		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_266	Chandelier	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:149f7d8007		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_269	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_271	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_272	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_273	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_274	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_275	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_276	Lamp5 Lhx6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:c199218811		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_279	Pax6	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:ae541c9995		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_283	Sncg	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:069c284831		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_284	Sncg	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:069c284831		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_285	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_286	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_287	Lamp5	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:89f956fe2e		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_288	Lamp5	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:89f956fe2e		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_289	Lamp5	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:89f956fe2e		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_290	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_291	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_292	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_293	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_294	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_295	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_296	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_297	Vip	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:082c817b6f		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
